gbifID,eventDate,year,stateProvince,species,occurrenceID,geometry,region_code,X,Y,geoc_maj,origine,an_origine,perturb,an_perturb,type_couv,cl_haut,cl_age,cl_pent,dep_sur,cl_drai,ty_couv_et,densite,cl_age_et,tree_cover,tree_diversity_index,tree_shannon_index
4535757707,2023-08-06,2023.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/201116113,POINT (-71.236519 46.91496),21L,-71.2367984150602,46.9149064525761,"-208063,41+328344,40",,,DP,,F,2,VIN,C,1A,30.0,F,75.0,VIN,"{'ES': 0.5, 'HG': 0.3, 'BJ': 0.1, 'EO': 0.1}",4,1.1682824501765625
3044814758,2013-08-09,2013.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/63995902,POINT (-68.57575 48.4036),22C,-68.5746879182835,48.4034121457633,"-5531,92+489397,17",,,,,F,3,50,A,6S,20.0,F,35.0,50,"{'PE': 0.9, 'RX': 0.1}",2,0.3250829733914482
2980965892,2013-08-09,2013.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/63995878,POINT (-68.57575 48.4036),22C,-68.5746879182835,48.4034121457633,"-5531,92+489397,17",,,,,F,3,50,A,6S,20.0,F,35.0,50,"{'PE': 0.9, 'RX': 0.1}",2,0.3250829733914482
2573778527,2013-08-09T14:00:02,2013.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/10888020,POINT (-68.512458 48.452589),22C,-68.5205042860858,48.437186111927,"-1513,16+493111,65",,,,,M,2,50,A,6S,30.0,MF,75.0,50,"{'PE': 0.6, 'BP': 0.1, 'SB': 0.2, 'RX': 0.1}",4,1.0888999753452235
4925887615,2024-08-06T14:05,2024.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/235634644,POINT (-76.4339 45.872811),31F,-76.4331135855789,45.8729794103035,"-614828,28+242752,92",,,CHP,,M,1,90,D,2BE,20.0,MM,65.0,90,"{'PB': 0.4, 'SE': 0.1, 'PE': 0.3, 'ER': 0.1, 'FT': 0.1}",5,1.4184836619456564
4421143360,2022-10-04T14:28,2022.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/137796618,POINT (-76.583254 45.874149),31F,-76.5830548821761,45.8735789992889,"-626348,46+244080,79",,,,,M,1,VIN,F,R1A,20.0,MM,75.0,VIN,"{'PB': 0.4, 'RX': 0.1, 'ES': 0.2, 'CR': 0.1, 'EO': 0.1, 'FT': 0.1}",6,1.6094379124341003
2862536898,2020-09-06T14:46:59,2020.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/58752199,POINT (-76.536728 45.770213),31F,-76.5388965555825,45.7704530064642,"-624262,09+232369,49",P,,,,R,4,10,A,2BD,20.0,R,55.0,10,"{'RZ': 0.7, 'SE': 0.2, 'RX': 0.1}",3,0.8018185525433372
617554955,1989-07-22,1989.0,Québec,Asterophora lycoperdoides,CMMF000592,POINT (-74.064294 45.659599),31G,-74.0657029048305,45.6588707794673,"-433649,65+201698,55",,,,,F,3,30,A,5S,40.0,F,35.0,30,"{'EO': 0.3, 'FI': 0.2, 'FT': 0.2, 'BJ': 0.1, 'ES': 0.1, 'FH': 0.1}",6,1.6957425341696346
4923979757,2024-08-10T10:12,2024.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/234993750,POINT (-75.83256 45.425506),31G,-75.8326959541953,45.4259920452564,"-573559,01+188256,41",,,,,M,3,JIN,A,5A,40.0,MR,65.0,JIN,"{'TO': 0.5, 'SB': 0.1, 'BJ': 0.1, 'EO': 0.1, 'FR': 0.1, 'FX': 0.1}",6,1.4978661367769952
4424524532,2023-08-17T18:50:30,2023.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/179041995,POINT (-75.884955 45.944347),31G,-75.8835566632132,45.943808543621,"-571585,47+245921,18",,,,,M,3,JIN,A,3AN,40.0,MM,85.0,JIN,"{'TO': 0.4, 'RX': 0.1, 'BP': 0.2, 'FO': 0.2, 'PE': 0.1}",5,1.4708084763221114
4420884357,2021-09-28T16:35:15,2021.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/96549489,POINT (-75.820061 45.533382),31G,-75.8205293805833,45.5334176642059,"-571374,88+200187,94",,,,,M,2,JIN,B,1A,30.0,MM,85.0,JIN,"{'PB': 0.3, 'PU': 0.1, 'SE': 0.1, 'ER': 0.2, 'FI': 0.2, 'FT': 0.1}",6,1.6957425341696346
4416715494,2023-07-29T10:36:41,2023.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/175652869,POINT (-75.625313 45.490262),31G,-75.625595713745,45.4900241756347,"-556701,48+193781,49",,,,,F,2,JIN,C,5S,20.0,F,95.0,JIN,"{'EO': 0.3, 'ES': 0.3, 'PE': 0.3, 'FT': 0.1}",4,1.313834033192747
4405207167,2023-07-14T12:35,2023.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/179842113,POINT (-74.079868 45.465144),31G,-74.0824166214063,45.4681079124808,"-436651,25+180610,99",,,,,M,1,VIN,C,6S,20.0,MR,85.0,VIN,"{'PU': 0.5, 'PB': 0.2, 'EO': 0.2, 'FT': 0.1}",4,1.2206072645530173
4405129171,2023-07-17T17:40,2023.0,Québec,Asterophora lycoperdoides,https://www.inaturalist.org/observations/179842112,POINT (-74.079868 45.465144),31G,-74.0824166214063,45.4681079124808,"-436651,25+180610,99",,,,,M,1,VIN,C,6S,20.0,MR,85.0,VIN,"{'PU': 0.5, 'PB': 0.2, 'EO': 0.2, 'FT': 0.1}",4,1.2206072645530173
