gbifID,eventDate,year,stateProvince,species,genus,family,occurrenceID,region_code,geoc_maj,cl_pent,dep_sur,cl_drai,cl_haut,type_couv,origine,an_origine,perturb,an_perturb,ty_couv_et,densite,cl_age_et,tree_cover,richness_index,shannon_index
4400043597,2023-08-17T14:57:21,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179046915,31F,"-596391,06+212659,85",D,1AY,30.0,2,F,,,,,F,85.0,VIN,"{'PE': 0.4, 'ER': 0.3, 'FT': 0.1, 'TA': 0.1, 'PU': 0.1}",5,1.4184836619456564
3415882471,2020-07-24T17:00,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/54232744,31F,"-602397,63+210629,96",C,1AM,30.0,2,F,,,,,F,85.0,JIN,"{'ES': 0.4, 'CR': 0.2, 'PE': 0.2, 'EO': 0.1, 'FT': 0.1}",5,1.4708084763221112
4946356833,2024-08-23T09:42:02,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/237456082,31G,"-558215,78+212510,88",F,1AY,30.0,2,R,,,,,R,95.0,JIN,"{'PU': 0.7, 'PI': 0.1, 'FI': 0.1, 'FT': 0.1}",4,0.9404479886553263
4919638766,2024-07-25T12:07:24,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/231748553,31G,"-554040,12+214558,32",F,1AY,20.0,2,F,,,CP,,F,55.0,JIN,"{'PE': 0.6, 'ER': 0.2, 'BP': 0.1, 'PB': 0.1}",4,1.0888999753452235
4919227795,2024-07-25T20:28:19,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/231732220,31G,"-571950,41+202121,35",C,1AY,30.0,1,F,,,,,F,85.0,JIN,"{'ES': 0.6, 'CR': 0.1, 'EO': 0.1, 'FT': 0.1, 'TA': 0.1}",5,1.2275294114572126
4919163318,2024-07-25T20:25:43,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/232256735,31G,"-571950,41+202121,35",C,1AY,30.0,1,F,,,,,F,85.0,JIN,"{'ES': 0.6, 'CR': 0.1, 'EO': 0.1, 'FT': 0.1, 'TA': 0.1}",5,1.2275294114572126
4911152014,2024-07-21T09:34:17,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/230740206,31G,"-558805,23+212974,38",D,1AY,30.0,2,M,,,,,MM,85.0,VIN,"{'PU': 0.5, 'CR': 0.2, 'BP': 0.1, 'ER': 0.1, 'FT': 0.1}",5,1.3592367006650063
4911104523,2024-07-20T12:32:16,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/230569344,31G,"-522361,77+230864,51",D,1AY,30.0,2,M,,,CP,,MF,75.0,VIN,"{'ES': 0.2, 'FT': 0.2, 'PE': 0.2, 'BP': 0.1, 'PU': 0.3}",5,1.5571130980576455
4910729450,2024-07-22T12:51:07,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/231090717,31G,"-433449,26+239362,44",D,1A,30.0,3,M,,,,,MM,65.0,50,"{'SB': 0.4, 'RX': 0.1, 'BP': 0.2, 'EO': 0.2, 'PE': 0.1}",5,1.4708084763221114
4910721183,2024-07-18T13:44:04,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/230224391,31G,"-522083,99+230959,66",D,1AM,20.0,2,F,,,,,F,95.0,JIN,"{'ES': 0.5, 'PE': 0.3, 'BP': 0.1, 'FT': 0.1}",4,1.1682824501765625
4909318652,2024-07-11T14:31:05,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/228687085,31G,"-522361,77+230864,51",D,1AY,30.0,2,M,,,CP,,MF,75.0,VIN,"{'ES': 0.2, 'FT': 0.2, 'PE': 0.2, 'BP': 0.1, 'PU': 0.3}",5,1.5571130980576455
4909293581,2024-07-05T10:29:52,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/227321682,31G,"-558895,49+212565,40",D,1AY,30.0,2,M,,,,,MR,95.0,VIN,"{'PU': 0.7, 'BP': 0.1, 'CR': 0.1, 'FT': 0.1}",4,0.9404479886553263
4909188229,2024-07-11T14:30:52,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/228687197,31G,"-522361,77+230864,51",D,1AY,30.0,2,M,,,CP,,MF,75.0,VIN,"{'ES': 0.2, 'FT': 0.2, 'PE': 0.2, 'BP': 0.1, 'PU': 0.3}",5,1.5571130980576455
4909123473,2024-07-14T07:15:59,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/229233757,31G,"-558895,49+212565,40",D,1AY,30.0,2,M,,,,,MR,95.0,VIN,"{'PU': 0.7, 'BP': 0.1, 'CR': 0.1, 'FT': 0.1}",4,0.9404479886553263
4909011320,2024-07-10T14:40:07,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/228513631,31G,"-522083,99+230959,66",D,1AM,20.0,2,F,,,,,F,95.0,JIN,"{'ES': 0.5, 'PE': 0.3, 'BP': 0.1, 'FT': 0.1}",4,1.1682824501765625
4908739169,2024-07-11T14:30:59,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/228687131,31G,"-522361,77+230864,51",D,1AY,30.0,2,M,,,CP,,MF,75.0,VIN,"{'ES': 0.2, 'FT': 0.2, 'PE': 0.2, 'BP': 0.1, 'PU': 0.3}",5,1.5571130980576455
4596843113,2003-07-13T15:09,2003,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/201479184,31G,"-551665,60+241345,64",F,1AM,20.0,1,M,,,CP,,MR,65.0,VIN,"{'PB': 0.3, 'PR': 0.3, 'SB': 0.1, 'EO': 0.1, 'ES': 0.1, 'FT': 0.1}",6,1.6434177197931796
4535711836,2003-09-23T15:36,2003,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/201172522,31G,"-551665,60+241345,64",F,1AM,20.0,1,M,,,CP,,MR,65.0,VIN,"{'PB': 0.3, 'PR': 0.3, 'SB': 0.1, 'EO': 0.1, 'ES': 0.1, 'FT': 0.1}",6,1.6434177197931796
4525046395,2023-08-05T16:31:03,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/178162969,31G,"-565567,41+226891,64",D,R1A,20.0,2,M,,,,,MF,95.0,JIN,"{'ES': 0.4, 'EO': 0.1, 'FT': 0.1, 'HG': 0.1, 'PU': 0.2, 'RX': 0.1}",6,1.6094379124341003
4525029408,2023-08-11T12:00,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/178199898,31G,"-486455,13+228980,88",D,1AY,30.0,1,F,,,,,F,85.0,VIN,"{'ES': 0.6, 'PE': 0.2, 'BJ': 0.1, 'FT': 0.1}",4,1.0888999753452235
4525022413,2023-08-17T19:13:27,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179041695,31G,"-571585,47+245921,18",A,3AN,40.0,3,M,,,,,MM,85.0,JIN,"{'TO': 0.4, 'RX': 0.1, 'BP': 0.2, 'FO': 0.2, 'PE': 0.1}",5,1.4708084763221114
4413862323,2023-08-03T14:20:56,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/181617827,31G,"-431499,33+237424,13",D,1AY,20.0,2,M,,,,,MF,75.0,VIN,"{'BJ': 0.4, 'BP': 0.1, 'ER': 0.1, 'TO': 0.2, 'PB': 0.1, 'SB': 0.1}",6,1.6094379124341003
4405447901,2023-08-26T11:28,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/180375046,31G,"-577503,70+203843,78",B,1A,30.0,2,F,,,,,F,85.0,JIN,"{'ER': 0.3, 'FT': 0.2, 'BJ': 0.1, 'FI': 0.1, 'FX': 0.1, 'PB': 0.1, 'PU': 0.1}",7,1.8343719702816235
4405410140,2023-08-09T19:32:52,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/180381033,31G,"-566573,66+223544,76",D,1AM,20.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.7, 'HG': 0.2, 'FT': 0.1}",3,0.8018185525433372
4400396897,2023-08-19T10:12:10,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179351857,31G,"-556979,04+244625,57",D,1AY,20.0,2,F,,,,,F,85.0,JIN,"{'ES': 0.3, 'FT': 0.2, 'BJ': 0.1, 'EO': 0.1, 'PE': 0.1, 'SB': 0.1, 'TO': 0.1}",7,1.8343719702816235
4399984642,2023-08-19T12:51:03,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179179358,31G,"-568583,18+213451,08",D,1AY,30.0,1,M,,,,,MM,75.0,JIN,"{'PB': 0.4, 'EB': 0.1, 'BP': 0.3, 'EO': 0.1, 'FT': 0.1}",5,1.4184836619456564
4399944116,2023-08-16T18:19:34,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/178755429,31G,"-562245,93+244332,04",D,1AM,30.0,2,F,,,,,F,95.0,VIN,"{'ES': 0.4, 'CR': 0.2, 'FT': 0.2, 'EO': 0.1, 'RX': 0.1}",5,1.4708084763221112
4399894932,2023-08-22T15:50:21,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179726845,31G,"-558501,75+212373,27",D,R1A,20.0,2,R,,,,,R,95.0,JIN,"{'PU': 0.7, 'PI': 0.1, 'FI': 0.1, 'FT': 0.1}",4,0.9404479886553263
4177574493,2023-08-14T14:34:37,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/178411459,31G,"-565624,28+227175,46",D,1AY,30.0,1,F,,,CJ,2005.0,F,85.0,JIN,"{'ES': 0.8, 'FT': 0.1, 'TA': 0.1}",3,0.639031859650177
4177515400,2023-08-13T15:38,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/178288278,31G,"-443156,60+213495,26",C,1AM,30.0,2,M,,,,,MM,75.0,JIN,"{'SB': 0.2, 'EB': 0.1, 'PB': 0.1, 'RX': 0.1, 'BJ': 0.2, 'EO': 0.2, 'BP': 0.1}",7,1.8866967846580784
4172290711,2023-08-06T23:22,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/177302654,31G,"-567607,08+189204,85",D,5S,30.0,2,M,,,,,MM,85.0,JIN,"{'PB': 0.5, 'EO': 0.3, 'ES': 0.1, 'FT': 0.1}",4,1.1682824501765625
4172043730,2023-07-29T10:25:32,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175541661,31G,"-514572,17+228148,97",D,1AY,20.0,2,F,,,,,F,95.0,JIN,"{'ES': 0.5, 'FT': 0.3, 'BP': 0.1, 'PE': 0.1}",4,1.1682824501765625
4172007163,2023-08-03T12:13:53,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/176480571,31G,"-571773,74+216196,11",D,1AY,30.0,1,M,,,,,MM,85.0,VIN,"{'PU': 0.4, 'RX': 0.1, 'EO': 0.2, 'BP': 0.1, 'ES': 0.1, 'FT': 0.1}",6,1.6094379124341003
4171734319,2019-10-05T12:15:34,2019,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/34040738,31G,"-558215,78+212510,88",F,1AY,30.0,2,R,,,,,R,95.0,JIN,"{'PU': 0.7, 'PI': 0.1, 'FI': 0.1, 'FT': 0.1}",4,0.9404479886553263
4171688374,2021-08-06T16:46:56,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/90197293,31G,"-565985,25+229833,20",F,R1A,20.0,2,F,,,,,F,85.0,JIN,"{'PE': 0.4, 'ES': 0.3, 'BP': 0.1, 'EO': 0.1, 'RX': 0.1}",5,1.4184836619456564
4171589197,2023-07-28T09:02:12,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175361000,31G,"-558501,75+212373,27",D,R1A,20.0,2,R,,,,,R,95.0,JIN,"{'PU': 0.7, 'PI': 0.1, 'FI': 0.1, 'FT': 0.1}",4,0.9404479886553263
4171585597,2023-07-26T11:19:04,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175049515,31G,"-514572,17+228148,97",D,1AY,20.0,2,F,,,,,F,95.0,JIN,"{'ES': 0.5, 'FT': 0.3, 'BP': 0.1, 'PE': 0.1}",4,1.1682824501765625
4171481999,2023-07-28T09:14:32,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175362696,31G,"-558501,75+212373,27",D,R1A,20.0,2,R,,,,,R,95.0,JIN,"{'PU': 0.7, 'PI': 0.1, 'FI': 0.1, 'FT': 0.1}",4,0.9404479886553263
4171334393,2020-09-06T12:45:29,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/59525883,31G,"-442075,69+221772,58",C,1A,31.0,2,M,,,,,MF,85.0,VIN,"{'BJ': 0.2, 'EO': 0.2, 'ES': 0.1, 'HG': 0.1, 'SB': 0.2, 'PB': 0.1, 'PU': 0.1}",7,1.8866967846580784
4171310531,2022-06-18T14:48:36,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/123033671,31G,"-574034,69+213510,65",B,5A,30.0,2,M,,,,,MR,75.0,VIN,"{'TO': 0.5, 'PU': 0.1, 'SB': 0.1, 'BJ': 0.2, 'FX': 0.1}",5,1.3592367006650063
4171284565,2022-08-28T14:04:37,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/132770161,31G,"-583507,54+206962,75",C,1AY,30.0,2,F,,,,,F,75.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",4,0.9404479886553263
4171252547,2022-08-28T15:04:22,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/132683778,31G,"-583356,75+206881,90",C,1AY,30.0,2,M,,,,,MF,85.0,JIN,"{'ER': 0.2, 'FT': 0.2, 'CR': 0.1, 'FI': 0.1, 'PU': 0.3, 'PB': 0.1}",6,1.6957425341696346
4171249517,2022-08-18T12:55,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/131759368,31G,"-541374,74+241602,22",D,1AM,20.0,2,M,,,CEA,2004.0,MF,75.0,JIN,"{'EO': 0.4, 'BJ': 0.2, 'FT': 0.1, 'PU': 0.3}",4,1.2798542258336674
4171193558,2022-08-18T12:54:52,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/131511453,31G,"-541374,74+241602,22",D,1AM,20.0,2,M,,,CEA,2004.0,MF,75.0,JIN,"{'EO': 0.4, 'BJ': 0.2, 'FT': 0.1, 'PU': 0.3}",4,1.2798542258336674
4171179464,2021-08-09T09:42:04,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/90530679,31G,"-558895,49+212565,40",D,1AY,30.0,2,M,,,,,MR,95.0,VIN,"{'PU': 0.7, 'BP': 0.1, 'CR': 0.1, 'FT': 0.1}",4,0.9404479886553263
4171149581,2022-09-03T10:23:25,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/133469889,31G,"-558895,49+212565,40",D,1AY,30.0,2,M,,,,,MR,95.0,VIN,"{'PU': 0.7, 'BP': 0.1, 'CR': 0.1, 'FT': 0.1}",4,0.9404479886553263
4165406116,2023-07-19T16:35:07,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/173828958,31G,"-565567,41+226891,64",D,R1A,20.0,2,M,,,,,MF,95.0,JIN,"{'ES': 0.4, 'EO': 0.1, 'FT': 0.1, 'HG': 0.1, 'PU': 0.2, 'RX': 0.1}",6,1.6094379124341003
4162584562,2023-07-17T13:55:12,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/173522227,31G,"-580301,70+210988,54",A,5A,30.0,3,M,,,,,MR,85.0,VIN,"{'TO': 0.3, 'PU': 0.2, 'SE': 0.1, 'FO': 0.3, 'FH': 0.1}",5,1.5047882836811908
4137620701,2022-09-03T14:53:42,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/137285390,31G,"-578026,66+206628,41",D,1AY,30.0,1,F,,,,,F,85.0,VIN,"{'ES': 0.4, 'BJ': 0.3, 'FR': 0.1, 'TA': 0.1, 'RX': 0.1}",5,1.4184836619456564
4129878418,2022-08-28T12:44,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/133561657,31G,"-574388,06+194673,94",D,1AY,31.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.6, 'FR': 0.1, 'FT': 0.1, 'HG': 0.1, 'TA': 0.1}",5,1.2275294114572126
4028847538,2021-08-13T12:00:19,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/91209947,31G,"-450331,78+178296,65",B,1A,30.0,1,M,,,,,MF,85.0,JIN,"{'EO': 0.5, 'FR': 0.1, 'PU': 0.2, 'PB': 0.1, 'PR': 0.1}",5,1.3592367006650063
3912126914,2022-09-10T14:11,2022,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/134459516,31G,"-558895,49+212565,40",D,1AY,30.0,2,M,,,,,MR,95.0,VIN,"{'PU': 0.7, 'BP': 0.1, 'CR': 0.1, 'FT': 0.1}",4,0.9404479886553263
3874192251,2017-07-18T07:02,2017,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/126795580,31G,"-439798,41+174781,08",D,5A,40.0,2,F,,,,,F,65.0,JIN,"{'EO': 0.4, 'CR': 0.2, 'FT': 0.2, 'ES': 0.1, 'PB': 0.1}",5,1.4708084763221112
3759652656,2017-07-18T14:08,2017,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/91631585,31G,"-446191,51+177298,21",D,5S,40.0,2,M,,,,,MR,85.0,JIN,"{'PU': 0.4, 'PB': 0.2, 'PE': 0.2, 'FR': 0.1, 'FT': 0.1}",5,1.4708084763221112
3499448370,2020-09-14T12:25,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/59927486,31G,"-583190,14+206785,02",C,1AY,30.0,2,F,,,,,F,95.0,JIN,"{'ES': 0.4, 'CR': 0.2, 'FT': 0.2, 'FI': 0.1, 'PU': 0.1}",5,1.4708084763221112
3408036498,2021-08-06T15:38:55,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/90197865,31G,"-565985,25+229833,20",F,R1A,20.0,2,F,,,,,F,85.0,JIN,"{'PE': 0.4, 'ES': 0.3, 'BP': 0.1, 'EO': 0.1, 'RX': 0.1}",5,1.4184836619456564
3330879355,2021-07-20T14:18:24,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/87921319,31G,"-549242,92+239981,75",D,1AY,30.0,4,F,,,,,F,95.0,50,"{'ER': 0.5, 'FT': 0.3, 'PE': 0.2}",3,1.0296530140645737
3328097619,2021-07-14T14:31,2021,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/87189232,31G,"-490284,61+214135,69",D,2BE,20.0,1,F,,,CP,,F,85.0,VIN,"{'PE': 0.6, 'ES': 0.3, 'FT': 0.1}",3,0.8979457248567797
3079506505,2018-10-19T14:19:50,2018,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/17667903,31G,"-577491,09+203338,31",C,1AY,30.0,2,F,,,,,F,75.0,JIN,"{'ER': 0.5, 'FT': 0.1, 'FX': 0.1, 'TA': 0.1, 'RX': 0.1, 'TO': 0.1}",6,1.4978661367769952
2860033405,2020-09-01T12:59,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/58412367,31G,"-557619,30+210443,31",F,1AM,20.0,2,M,,,,,MM,85.0,VIN,"{'PB': 0.5, 'CR': 0.4, 'PE': 0.1}",3,0.9433483923290391
2850778278,2020-08-17T17:16:44,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/56841098,31G,"-573885,02+206647,58",D,R1A,20.0,2,M,,,,,MR,85.0,VIN,"{'PU': 0.4, 'PB': 0.1, 'SE': 0.1, 'CR': 0.2, 'ER': 0.2}",5,1.4708084763221114
2826356819,2020-07-24T16:11,2020,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/54201235,31G,"-577223,78+211932,29",D,1AY,30.0,2,M,,,,,MR,85.0,VIN,"{'PU': 0.3, 'SB': 0.2, 'TO': 0.1, 'EO': 0.1, 'ES': 0.1, 'FI': 0.1, 'FT': 0.1}",7,1.8343719702816235
2283223305,2018-09-04T13:42,2018,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/28431276,31G,"-577129,84+211804,53",C,1AY,30.0,2,M,,,CP,,MR,45.0,VIN,"{'PB': 0.4, 'PU': 0.1, 'RX': 0.1, 'ER': 0.2, 'FI': 0.1, 'FT': 0.1}",6,1.6094379124341003
1135068734,2004-09-15,2004,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,CMMF007203,31G,"-445317,70+205176,03",A,3AN,50.0,2,F,,,,,F,85.0,JIN,"{'EO': 0.3, 'ES': 0.2, 'BJ': 0.1, 'BP': 0.1, 'EA': 0.1, 'FT': 0.1, 'PB': 0.1}",7,1.8343719702816235
1135068595,2009-08-03,2009,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,CMMF007167,31G,"-445317,70+205176,03",A,3AN,50.0,2,F,,,,,F,85.0,JIN,"{'EO': 0.3, 'ES': 0.2, 'BJ': 0.1, 'BP': 0.1, 'EA': 0.1, 'FT': 0.1, 'PB': 0.1}",7,1.8343719702816235
1135068577,2004-08-24,2004,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,CMMF007107,31G,"-445317,70+205176,03",A,3AN,50.0,2,F,,,,,F,85.0,JIN,"{'EO': 0.3, 'ES': 0.2, 'BJ': 0.1, 'BP': 0.1, 'EA': 0.1, 'FT': 0.1, 'PB': 0.1}",7,1.8343719702816235
1135068452,2008-07-13,2008,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,CMMF007052,31G,"-489892,49+207913,80",F,R1A,10.0,1,F,,,,,F,95.0,VIN,"{'ES': 0.4, 'CR': 0.2, 'FT': 0.1, 'HG': 0.1, 'PB': 0.1, 'RX': 0.1}",6,1.6094379124341
617551733,1996-07-21,1996,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,CMMF002836,31H,"-324464,00+131929,83",A,4GS,30.0,5,F,FR,,,,F,25.0,10,"{'FN': 0.8, 'FX': 0.1, 'RX': 0.1}",3,0.639031859650177
4980292343,2024-08-11T12:12:59,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/235186016,31H,"-292969,12+120216,62",D,1AM,30.0,1,F,,,,,F,95.0,JIN,"{'ES': 0.5, 'FR': 0.2, 'FT': 0.1, 'PU': 0.2}",4,1.2206072645530175
4949968725,2023-07-31T10:42:58,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/175937560,31H,"-285648,28+158222,03",B,1A,40.0,2,M,,,,,MR,85.0,50,"{'PU': 0.3, 'SB': 0.2, 'EU': 0.1, 'BJ': 0.2, 'EO': 0.2}",5,1.5571130980576458
4926014452,2024-08-18T11:21:03,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/236615614,31H,"-290449,51+170199,72",B,1A,30.0,2,M,,,,,MM,75.0,70,"{'PU': 0.4, 'SB': 0.1, 'BJ': 0.2, 'EO': 0.2, 'FT': 0.1}",5,1.4708084763221114
4921457146,2024-08-02T17:00:23,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/233371649,31H,"-398514,21+208432,62",A,5A,30.0,3,M,,,,,MF,35.0,JIN,"{'EO': 0.2, 'FN': 0.2, 'PE': 0.2, 'FT': 0.1, 'PB': 0.3}",5,1.5571130980576455
4907983807,2024-07-14T13:23:25,2024,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/229415213,31H,"-291549,36+158208,93",D,1A,30.0,1,M,,,,,MM,95.0,VIN,"{'PU': 0.4, 'EU': 0.1, 'BJ': 0.2, 'EO': 0.1, 'ES': 0.1, 'HG': 0.1}",6,1.6094379124341003
4524988173,2023-08-09T22:36:29,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/177612131,31H,"-276292,88+140822,30",D,1A,30.0,1,F,,,,,F,65.0,JIN,"{'ES': 0.5, 'BP': 0.2, 'BJ': 0.1, 'PE': 0.1, 'RX': 0.1}",5,1.3592367006650063
4405048800,2023-08-16T14:04,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179711383,31H,"-306206,79+127499,32",C,4GA,30.0,3,R,P,,,,R,85.0,30,{'RZ': 1.0},1,-0.0
4400130802,2023-08-19T10:19:08,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/179150699,31H,"-288022,08+140375,63",C,1AY,30.0,2,M,,,,,MF,85.0,JIN,"{'BJ': 0.2, 'ES': 0.2, 'PE': 0.2, 'FT': 0.1, 'PB': 0.2, 'RX': 0.1}",6,1.7480673485460894
4177127123,2023-08-05T11:19:44,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/176887544,31H,"-302085,30+156280,23",C,1A,30.0,2,F,,,,,F,75.0,JIN,"{'EO': 0.3, 'BG': 0.2, 'PE': 0.2, 'BJ': 0.1, 'EB': 0.1, 'SB': 0.1}",6,1.6957425341696346
4177125716,2023-08-09T10:26,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/177591657,31H,"-362910,56+185221,31",E,1AY,30.0,2,F,,,,,F,55.0,VIN,"{'ES': 0.6, 'FT': 0.2, 'HG': 0.2}",3,0.9502705392332347
4177077917,2023-08-09T10:26,2023,Québec,Turbinellus floccosus,Turbinellus,Gomphaceae,https://www.inaturalist.org/observations/177591655,31H,"-362910,56+185221,31",E,1AY,30.0,2,F,,,,,F,55.0,VIN,"{'ES': 0.6, 'FT': 0.2, 'HG': 0.2}",3,0.9502705392332347
