gbifID,eventDate,year,stateProvince,species,occurrenceID,geometry,region_code,X,Y,geoc_maj,origine,an_origine,perturb,an_perturb,type_couv,cl_haut,cl_age,cl_pent,dep_sur,cl_drai,ty_couv_et,densite,hauteur,cl_age_et,tree_cover,dist,tree_diversity_index,tree_shannon_index,bioclim_01,bioclim_02,bioclim_03,bioclim_04,bioclim_05,bioclim_06,bioclim_07,bioclim_08,bioclim_09,bioclim_10,bioclim_11,bioclim_12,bioclim_13,bioclim_14,bioclim_15,bioclim_16,bioclim_17,bioclim_18,bioclim_19
3966504637,2022-11-05T09:16:31,2022.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/141153404,POINT (-71.861076 45.365662),21E,-71.8631889233286,45.3648131394243,"-263921,61+158302,38",,,,,F,1,VIR,C,1AY,30.0,F,55.0,23,VIN,"{'ES': 0.4, 'BJ': 0.2, 'FR': 0.2, 'TA': 0.1, 'RX': 0.1}",0.0022770615427574682,5,1.4708084763221112,[5.5458336],[10.975],[26.318945],[1102.9495],[25.8],[-15.9],[41.699997],[18.583334],[-7.483333],[18.583334],[-8.683333],[1033.],[123.],[52.],[24.964624],[340.],[173.],[340.],[193.]
3858716568,2022-05-28T18:23:57,2022.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/119277602,POINT (-71.91845 45.416476),21E,-71.9192657187108,45.4185146612916,"-267857,35+164482,18",,,,,F,2,50,C,1A,30.0,F,75.0,21,50,"{'EO': 0.4, 'FR': 0.2, 'PE': 0.2, 'ES': 0.1, 'FH': 0.1}",0.002195799826261934,5,1.4708084763221112,[5.3875],[10.758333],[25.923695],[1107.481],[25.5],[-16.],[41.5],[18.466667],[-7.75],[18.466667],[-8.9],[1045.],[128.],[49.],[27.73899],[353.],[166.],[353.],[185.]
1412703638,1944-08-23,1944.0,Québec,Schizophyllum commune,CMMF012499,POINT (-71.559816 45.830036),21E,-71.5629357091869,45.8331436411099,"-237985,28+209301,99",,,,,R,3,VIR,C,1A,30.0,R,65.0,15,VIN,"{'PB': 0.7, 'RX': 0.1, 'BP': 0.2}",0.004403409892207819,3,0.8018185525433373,[3.9083333],[10.033333],[24.591503],[1109.7928],[23.7],[-17.1],[40.800003],[17.],[-4.4333334],[17.],[-10.35],[1247.],[135.],[77.],[16.435917],[379.],[246.],[379.],[276.]
4851764790,2023-10-24T16:12,2023.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/188820541,POINT (-71.270143 46.784414),21L,-71.2720105484705,46.784168672611,"-211298,92+313945,42",,,,,F,2,JIR,A,1A,30.0,F,75.0,20,JIN,"{'EO': 0.4, 'ES': 0.3, 'FT': 0.2, 'FI': 0.1}",0.001883593060471962,4,1.2798542258336674,[5.0958333],[10.408333],[23.601662],[1202.7251],[27.2],[-16.9],[44.1],[18.216667],[-8.966666],[19.633333],[-10.216666],[1253.],[133.],[71.],[16.758148],[375.],[252.],[370.],[258.]
4438956661,2023-10-31T15:49:04,2023.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/189717992,POINT (-71.250321 46.813247),21L,-71.25755836884,46.8091409206339,"-210137,53+316608,31",,,,,F,2,VIR,D,5A,40.0,F,65.0,20,VIN,"{'EA': 0.2, 'EO': 0.2, 'FH': 0.2, 'FT': 0.2, 'FN': 0.1, 'RX': 0.1}",0.008321021300706395,6,1.7480673485460894,[5.3],[10.533333],[23.777277],[1201.5898],[27.5],[-16.8],[44.3],[18.416666],[-8.766666],[19.8],[-10.033333],[1251.],[133.],[68.],[18.10956],[377.],[245.],[372.],[247.]
3961249118,2022-10-28,2022.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/140382116,POINT (-71.234564 46.916437),21L,-71.2353777726274,46.9171518461023,"-207910,89+328661,82",,,,,F,2,VIN,C,1A,30.0,F,75.0,19,VIN,"{'ES': 0.4, 'EO': 0.2, 'HG': 0.2, 'BJ': 0.1, 'SE': 0.1}",0.0010831578089406581,5,1.4708084763221112,[3.6708333],[10.325],[23.900463],[1169.4336],[24.9],[-18.3],[43.199997],[16.45],[-4.866667],[17.65],[-11.333333],[1367.],[139.],[84.],[14.170418],[395.],[277.],[391.],[299.]
2576483081,2017-08-01,2017.0,Québec,Schizophyllum commune,https://www.inaturalist.org/observations/39488824,POINT (-71.302951 46.83636),21L,-71.3035286120169,46.836045867798,"-213476,84+319760,26",,,CP,,F,2,VIR,A,5A,40.0,F,75.0,20,VIN,"{'PE': 0.4, 'FN': 0.2, 'FT': 0.2, 'FH': 0.1, 'EB': 0.1}",0.0006575064124509112,5,1.4708084763221112,[4.9875],[10.508333],[23.882576],[1193.2217],[26.9],[-17.1],[44.],[17.966667],[-9.016666],[19.3],[-10.3],[1261.],[132.],[71.],[17.098019],[378.],[248.],[370.],[257.]
2423613725,1997-08-20,1997.0,Québec,Schizophyllum commune,CMMF020209,POINT (-71.640834 46.869677),21L,-71.6387386871269,46.8704365192703,"-238740,41+324603,88",,,CJ,1992.0,F,1,VIN,C,1A,30.0,F,65.0,22,VIN,"{'ES': 0.4, 'BJ': 0.2, 'EO': 0.2, 'FT': 0.1, 'PI': 0.1}",0.0022287228535890335,5,1.4708084763221112,[3.6416667],[10.316667],[24.048174],[1160.4521],[24.3],[-18.6],[42.9],[16.266666],[-10.150001],[17.283333],[-11.366667],[1317.],[140.],[76.],[17.744549],[390.],[251.],[382.],[276.]
1135071225,2007-08-18,2007.0,Québec,Schizophyllum commune,CMMF009788,POINT (-71.266801 46.898375),21L,-71.2669786581791,46.8994870781396,"-210425,07+326724,84",,,,,F,2,JIN,C,1A,30.0,F,85.0,18,JIN,"{'EO': 0.3, 'ES': 0.3, 'HG': 0.3, 'FI': 0.1}",0.0011261794782244283,4,1.313834033192747,[4.1083336],[10.416667],[23.891438],[1180.5638],[25.7],[-17.9],[43.6],[16.983334],[-9.716666],[18.266666],[-11.016666],[1336.],[137.],[81.],[14.873437],[391.],[271.],[384.],[288.]
1135070972,2007-07-05,2007.0,Québec,Schizophyllum commune,CMMF009475,POINT (-71.301288 46.887678),21L,-71.302130419587,46.8890810275723,"-213305,25+325651,83",,,CP,,F,2,JIR,C,1A,30.0,F,35.0,18,JIN,"{'EO': 0.3, 'PE': 0.2, 'BP': 0.1, 'FN': 0.1, 'FT': 0.1, 'RX': 0.1, 'SE': 0.1}",0.0016365076013276567,7,1.8343719702816235,[4.295833],[10.408333],[23.927202],[1179.2225],[25.8],[-17.7],[43.5],[17.15],[-9.55],[18.383333],[-10.85],[1316.],[136.],[76.],[15.929979],[389.],[262.],[382.],[276.]
