gbifID,eventDate,year,stateProvince,species,occurrenceID,region_code,geoc_maj,cl_pent,dep_sur,cl_drai,cl_haut,type_couv,origine,an_origine,perturb,an_perturb,ty_couv_et,densite,cl_age_et,tree_cover,richness_index,shannon_index
4129811327,2016-08-27,2016,Québec,Mycena leaiana,https://www.inaturalist.org/observations/71226154,21M,"-173649,70+345452,20",A,5A,40.0,2,F,,,,,F,65.0,JIN,"{'BJ': 0.2, 'BP': 0.2, 'EO': 0.2, 'PE': 0.2, 'FT': 0.1, 'RX': 0.1}",6,1.7480673485460894
4121179397,2021-09-25T16:11,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/96586339,21M,"-173088,34+345870,63",F,R1A,10.0,1,M,,,,,MR,85.0,VIN,"{'PB': 0.3, 'PU': 0.2, 'PR': 0.1, 'RX': 0.1, 'BJ': 0.2, 'FI': 0.1}",6,1.6957425341696346
3873591032,2022-07-07T15:11:19,2022,Québec,Mycena leaiana,https://www.inaturalist.org/observations/125233516,21M,"-171448,96+346785,44",D,1AM,20.0,2,F,,,DP,,F,55.0,VIN,"{'ES': 0.7, 'BJ': 0.1, 'FT': 0.1, 'HG': 0.1}",4,0.9404479886553263
4994325181,2024-08-19T13:50,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/254739221,31F,"-614569,23+239998,87",B,1AY,30.0,2,F,,,CP,,F,75.0,JIN,"{'ES': 0.3, 'FI': 0.2, 'FT': 0.2, 'TA': 0.2, 'EO': 0.1}",5,1.5571130980576458
4908698450,2024-06-30T10:23,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/227004352,31F,"-614828,28+242752,92",D,2BE,20.0,1,M,,,CHP,,MM,65.0,90,"{'PB': 0.4, 'SE': 0.1, 'PE': 0.3, 'ER': 0.1, 'FT': 0.1}",5,1.4184836619456564
4891818407,2024-06-09T16:51,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/221906541,31F,"-584356,63+210433,04",D,1AY,30.0,1,F,,,,,F,95.0,VIN,"{'CR': 0.6, 'ES': 0.3, 'FT': 0.1}",3,0.8979457248567797
4875426001,2024-05-27T09:50,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/218811939,31F,"-614828,28+242752,92",D,2BE,20.0,1,M,,,CHP,,MM,65.0,90,"{'PB': 0.4, 'SE': 0.1, 'PE': 0.3, 'ER': 0.1, 'FT': 0.1}",5,1.4184836619456564
4872354716,2023-07-05T09:47:50,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/171317811,31F,"-611448,17+228857,72",D,2BE,20.0,2,R,,,CP,,R,65.0,VIN,"{'EB': 0.2, 'SB': 0.2, 'TO': 0.2, 'PB': 0.1, 'PU': 0.1, 'ER': 0.1, 'FT': 0.1}",7,1.8866967846580782
4171863947,2023-07-30T10:40:18,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/175804659,31F,"-598350,23+230032,48",D,1AM,20.0,1,F,,,CJ,1995.0,F,85.0,VIN,"{'ES': 0.4, 'CR': 0.3, 'EO': 0.1, 'FT': 0.1, 'HG': 0.1}",5,1.4184836619456564
4165687316,2023-07-12T13:44,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/173861851,31F,"-628193,95+236952,23",D,1A,30.0,1,F,,,CP,,F,75.0,JIN,"{'ES': 0.4, 'FI': 0.2, 'CR': 0.1, 'EO': 0.1, 'FT': 0.1, 'TA': 0.1}",6,1.6094379124341
4165576120,2023-07-09T10:16,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/173846898,31F,"-619891,89+241588,51",D,1AY,30.0,2,M,,,,,MR,65.0,JIN,"{'EB': 0.4, 'SB': 0.2, 'BP': 0.1, 'ER': 0.1, 'FT': 0.1, 'PE': 0.1}",6,1.6094379124341
4133987841,2023-06-12T09:12,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/167096345,31F,"-614356,85+255194,42",B,1AM,30.0,1,F,,,,,F,75.0,VIN,"{'CR': 0.6, 'ER': 0.2, 'FT': 0.1, 'SE': 0.1}",4,1.0888999753452235
4121073356,2021-07-31T10:29:24,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/89738366,31F,"-594988,65+221921,64",D,1AY,30.0,2,F,,,,,F,95.0,JIN,"{'CR': 0.4, 'ES': 0.4, 'FT': 0.1, 'PE': 0.1}",4,1.193549604098133
3966400411,2021-08-11T07:08,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/104788633,31F,"-622405,30+237100,03",C,1AY,30.0,1,F,,,,,F,85.0,VIN,"{'ES': 0.5, 'PE': 0.2, 'CR': 0.1, 'HG': 0.1, 'TA': 0.1}",5,1.3592367006650063
3902949591,2022-08-31T08:24,2022,Québec,Mycena leaiana,https://www.inaturalist.org/observations/133271465,31F,"-626164,37+253528,47",D,1AY,30.0,2,F,,,CJ,1996.0,F,85.0,VIN,"{'ES': 0.5, 'EO': 0.2, 'HG': 0.2, 'FT': 0.1}",4,1.2206072645530173
3888827839,2022-07-28T11:51,2022,Québec,Mycena leaiana,https://www.inaturalist.org/observations/129438718,31F,"-612913,35+239004,03",D,1AY,30.0,2,F,,,,,F,85.0,JIN,"{'ES': 0.3, 'EO': 0.2, 'BP': 0.1, 'FT': 0.1, 'PE': 0.1, 'TA': 0.1, 'SB': 0.1}",7,1.8343719702816235
3455901333,2021-07-26T14:44,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/104494443,31F,"-613756,17+237169,22",D,2BE,20.0,1,M,,,CP,,MM,65.0,VIN,"{'PI': 0.3, 'EB': 0.1, 'SB': 0.1, 'PE': 0.2, 'BP': 0.1, 'ER': 0.1, 'FT': 0.1}",7,1.8343719702816235
3335086948,2021-07-26T14:42,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/89417333,31F,"-615421,17+245498,63",A,7T,50.0,3,M,,,,,MF,65.0,VIN,"{'FH': 0.5, 'BJ': 0.2, 'SE': 0.2, 'RX': 0.1}",4,1.2206072645530173
4936844259,2024-08-27T13:51,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/238335555,31G,"-570172,01+193500,72",C,1AY,30.0,1,F,,,,,F,85.0,VIN,"{'HG': 0.6, 'BJ': 0.1, 'EO': 0.1, 'ES': 0.1, 'FT': 0.1}",5,1.2275294114572126
4936460207,2022-09-18T13:56:53,2022,Québec,Mycena leaiana,https://www.inaturalist.org/observations/135557407,31G,"-580021,76+200913,79",D,1AM,30.0,1,F,,,CP,,F,75.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",4,0.9404479886553263
4936076074,2024-08-30T15:43:01,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/238990149,31G,"-563892,83+239504,92",B,1A,30.0,2,F,,,CPI_CP,2013.0,F,85.0,VIN,"{'ES': 0.5, 'EO': 0.2, 'TA': 0.2, 'BP': 0.1}",4,1.2206072645530173
4924143199,2024-08-11T11:53:36,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/235143157,31G,"-435277,96+197455,54",B,1A,30.0,1,F,,,,,F,95.0,JIN,"{'ES': 0.8, 'EO': 0.1, 'FT': 0.1}",3,0.639031859650177
4921880236,2024-08-04T12:55:04,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/233759675,31G,"-570607,35+193840,47",C,1AY,30.0,2,F,,,,,F,85.0,VIN,"{'HG': 0.4, 'BJ': 0.2, 'ES': 0.2, 'FI': 0.1, 'FT': 0.1}",5,1.4708084763221112
4901414046,2024-05-19T14:33:18,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/216884385,31G,"-567243,47+223059,14",D,1A,30.0,2,F,,,CP,,F,65.0,JIN,"{'ES': 0.5, 'BP': 0.2, 'FR': 0.1, 'HG': 0.1, 'RX': 0.1}",5,1.3592367006650063
4891857472,2024-06-05T08:51:45,2024,Québec,Mycena leaiana,https://www.inaturalist.org/observations/220666011,31G,"-572089,49+195760,81",D,1AY,30.0,1,F,,,,,F,85.0,VIN,"{'CR': 0.4, 'ES': 0.3, 'HG': 0.2, 'FT': 0.1}",4,1.2798542258336674
4872321179,2018-06-06T09:19,2018,Québec,Mycena leaiana,https://www.inaturalist.org/observations/27676068,31G,"-570661,96+195106,53",D,R1A,20.0,2,F,,,CP,,F,75.0,VIN,"{'ES': 0.5, 'BJ': 0.2, 'BP': 0.1, 'EO': 0.1, 'FT': 0.1}",5,1.3592367006650063
4872282446,2019-06-20T14:24:45,2019,Québec,Mycena leaiana,https://www.inaturalist.org/observations/27342021,31G,"-571264,07+197207,44",C,1AY,30.0,1,F,,,,,F,95.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",4,0.9404479886553263
4872103604,2018-08-23T10:30,2018,Québec,Mycena leaiana,https://www.inaturalist.org/observations/27673079,31G,"-570871,81+194319,65",D,1AM,30.0,2,F,,,,,F,85.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'HG': 0.1}",4,0.9404479886553263
4868045881,2022-09-17T19:51:23,2022,Québec,Mycena leaiana,https://www.inaturalist.org/observations/135597047,31G,"-577841,73+199866,44",D,1AM,30.0,1,F,,,,,F,95.0,VIN,"{'ES': 0.5, 'CR': 0.2, 'FT': 0.1, 'HG': 0.1, 'TA': 0.1}",5,1.3592367006650063
4863560200,2023-08-06T12:02:13,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/177764024,31G,"-566862,59+222606,74",D,1AM,20.0,1,M,,,CJ,2011.0,MR,65.0,VIN,"{'PU': 0.7, 'EO': 0.1, 'ES': 0.1, 'FT': 0.1}",4,0.9404479886553263
4527956861,2023-06-12T15:06:38,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/167063954,31G,"-433962,73+197665,74",B,1A,30.0,1,F,,,,,F,95.0,JIN,"{'ES': 0.3, 'EO': 0.2, 'HG': 0.2, 'BJ': 0.1, 'FR': 0.1, 'FT': 0.1}",6,1.6957425341696346
4516178529,2020-09-11T12:58:32,2020,Québec,Mycena leaiana,https://www.inaturalist.org/observations/70257090,31G,"-577538,14+200772,45",C,1AY,31.0,1,F,,,,,F,85.0,VIN,"{'ES': 0.5, 'PE': 0.2, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",5,1.3592367006650063
4453705009,2021-09-11T11:03:39,2021,Québec,Mycena leaiana,https://www.inaturalist.org/observations/187523515,31G,"-435970,83+181800,91",C,1AY,20.0,1,F,,,,,F,95.0,VIN,"{'ES': 0.8, 'FR': 0.1, 'HG': 0.1}",3,0.639031859650177
4442638882,2023-08-22T07:48:45,2023,Québec,Mycena leaiana,https://www.inaturalist.org/observations/179681616,31G,"-572251,41+184629,13",A,5A,30.0,1,F,,,CP,,F,65.0,JIN,"{'FR': 0.6, 'EO': 0.2, 'FT': 0.2}",3,0.9502705392332347
4407286355,2020-09-04T08:02:03,2020,Québec,Mycena leaiana,https://www.inaturalist.org/observations/58496195,31G,"-572050,78+184573,60",A,5A,30.0,1,F,,,CP,,F,65.0,VIN,"{'FR': 0.3, 'FT': 0.3, 'EA': 0.2, 'EO': 0.1, 'RX': 0.1}",5,1.5047882836811908
4407145361,2020-09-05T13:30:55,2020,Québec,Mycena leaiana,https://www.inaturalist.org/observations/58668347,31G,"-572337,36+188185,54",A,R5A,30.0,1,F,,,,,F,75.0,VIN,"{'ES': 0.5, 'FT': 0.2, 'EO': 0.1, 'FR': 0.1, 'HG': 0.1}",5,1.3592367006650063
4407081319,2020-06-20T12:01:45,2020,Québec,Mycena leaiana,https://www.inaturalist.org/observations/50619111,31G,"-580021,76+200913,79",D,1AM,30.0,1,F,,,CP,,F,75.0,VIN,"{'ES': 0.7, 'CR': 0.1, 'FT': 0.1, 'TA': 0.1}",4,0.9404479886553263
